source,conditionName,url,type
MAYO,Alzheimer's disease,https://www.mayoclinic.org/diseases-conditions/alzheimers-disease/symptoms-causes/syc-20350447,Overview
MAYO,Ambiguous genitalia,https://www.mayoclinic.org/diseases-conditions/ambiguous-genitalia/diagnosis-treatment/drc-20369278,Treatment
MAYO,Ambiguous genitalia,https://www.mayoclinic.org/diseases-conditions/ambiguous-genitalia/symptoms-causes/syc-20369273,Overview
MAYO,Amblyopia,https://www.mayoclinic.org/diseases-conditions/lazy-eye/diagnosis-treatment/drc-20352396,Treatment
MAYO,Amblyopia,https://www.mayoclinic.org/diseases-conditions/lazy-eye/symptoms-causes/syc-20352391,Overview
MAYO,Ameloblastoma,https://www.mayoclinic.org/diseases-conditions/ameloblastoma/diagnosis-treatment/drc-20449426,Treatment
MAYO,Ameloblastoma,https://www.mayoclinic.org/diseases-conditions/ameloblastoma/symptoms-causes/syc-20351278,Overview
MAYO,Amenorrhea,https://www.mayoclinic.org/diseases-conditions/amenorrhea/diagnosis-treatment/drc-20369304,Treatment
MAYO,Amenorrhea,https://www.mayoclinic.org/diseases-conditions/amenorrhea/symptoms-causes/syc-20369299,Overview
MAYO,Amnesia,https://www.mayoclinic.org/diseases-conditions/amnesia/diagnosis-treatment/drc-20353366,Treatment
MAYO,Amnesia,https://www.mayoclinic.org/diseases-conditions/amnesia/symptoms-causes/syc-20353360,Overview
MAYO,Amnestic syndrome,https://www.mayoclinic.org/diseases-conditions/amnesia/diagnosis-treatment/drc-20353366,Treatment
MAYO,Amnestic syndrome,https://www.mayoclinic.org/diseases-conditions/amnesia/symptoms-causes/syc-20353360,Overview
MAYO,Amniotic fluid embolism,https://www.mayoclinic.org/diseases-conditions/amniotic-fluid-embolism/diagnosis-treatment/drc-20369328,Treatment
MAYO,Amniotic fluid embolism,https://www.mayoclinic.org/diseases-conditions/amniotic-fluid-embolism/symptoms-causes/syc-20369324,Overview
MAYO,Ampullary cancer,https://www.mayoclinic.org/diseases-conditions/ampullary-cancer/diagnosis-treatment/drc-20446378,Treatment
MAYO,Ampullary cancer,https://www.mayoclinic.org/diseases-conditions/ampullary-cancer/symptoms-causes/syc-20355066,Overview
MAYO,Amyloid disease,https://www.mayoclinic.org/diseases-conditions/amyloidosis/diagnosis-treatment/drc-20353183,Treatment
MAYO,Amyloid disease,https://www.mayoclinic.org/diseases-conditions/amyloidosis/symptoms-causes/syc-20353178,Overview
MAYO,Amyloidosis,https://www.mayoclinic.org/diseases-conditions/amyloidosis/diagnosis-treatment/drc-20353183,Treatment
MAYO,Amyloidosis,https://www.mayoclinic.org/diseases-conditions/amyloidosis/symptoms-causes/syc-20353178,Overview
MAYO,Amyotrophic lateral sclerosis (ALS),https://www.mayoclinic.org/diseases-conditions/amyotrophic-lateral-sclerosis/diagnosis-treatment/drc-20354027,Treatment
MAYO,Amyotrophic lateral sclerosis (ALS),https://www.mayoclinic.org/diseases-conditions/amyotrophic-lateral-sclerosis/symptoms-causes/syc-20354022,Overview
MAYO,Anal cancer,https://www.mayoclinic.org/diseases-conditions/anal-cancer/diagnosis-treatment/drc-20354146,Treatment
MAYO,Anal cancer,https://www.mayoclinic.org/diseases-conditions/anal-cancer/symptoms-causes/syc-20354140,Overview
MAYO,Anal fissure,https://www.mayoclinic.org/diseases-conditions/anal-fissure/diagnosis-treatment/drc-20351430,Treatment
MAYO,Anal fissure,https://www.mayoclinic.org/diseases-conditions/anal-fissure/symptoms-causes/syc-20351424,Overview
MAYO,Anal fistula,https://www.mayoclinic.org/diseases-conditions/anal-fistula/symptoms-causes/syc-20352871,Overview
MAYO,Anal itching,https://www.mayoclinic.org/diseases-conditions/anal-itching/diagnosis-treatment/drc-20369350,Treatment
MAYO,Anal itching,https://www.mayoclinic.org/diseases-conditions/anal-itching/symptoms-causes/syc-20369345,Overview
MAYO,Anaphylaxis,https://www.mayoclinic.org/diseases-conditions/anaphylaxis/diagnosis-treatment/drc-20351474,Treatment
MAYO,Anaphylaxis,https://www.mayoclinic.org/diseases-conditions/anaphylaxis/symptoms-causes/syc-20351468,Overview
MAYO,Anemia,https://www.mayoclinic.org/diseases-conditions/anemia/diagnosis-treatment/drc-20351366,Treatment
MAYO,Anemia,https://www.mayoclinic.org/diseases-conditions/aplastic-anemia/diagnosis-treatment/drc-20355020,Treatment
MAYO,Anemia,https://www.mayoclinic.org/diseases-conditions/iron-deficiency-anemia/diagnosis-treatment/drc-20355040,Treatment
MAYO,Anemia,https://www.mayoclinic.org/diseases-conditions/sickle-cell-anemia/diagnosis-treatment/drc-20355882,Treatment
MAYO,Anemia,https://www.mayoclinic.org/diseases-conditions/anemia/symptoms-causes/syc-20351360,Overview
MAYO,Anemia,https://www.mayoclinic.org/diseases-conditions/aplastic-anemia/symptoms-causes/syc-20355015,Overview
MAYO,Anemia,https://www.mayoclinic.org/diseases-conditions/iron-deficiency-anemia/symptoms-causes/syc-20355034,Overview
MAYO,Anemia,https://www.mayoclinic.org/diseases-conditions/sickle-cell-anemia/symptoms-causes/syc-20355876,Overview
MAYO,Aneurysm,https://www.mayoclinic.org/diseases-conditions/thoracic-aortic-aneurysm/diagnosis-treatment/drc-20350193,Treatment
MAYO,Aneurysm,https://www.mayoclinic.org/diseases-conditions/aortic-aneurysm/symptoms-causes/syc-20369472,Overview
MAYO,Aneurysm,https://www.mayoclinic.org/diseases-conditions/popliteal-artery-aneurysm/symptoms-causes/syc-20355432,Overview
MAYO,Aneurysm,https://www.mayoclinic.org/diseases-conditions/thoracic-aortic-aneurysm/symptoms-causes/syc-20350188,Overview
MAYO,Aneurysms,https://www.mayoclinic.org/diseases-conditions/aneurysms/symptoms-causes/syc-20354633,Overview
MAYO,Angelman syndrome,https://www.mayoclinic.org/diseases-conditions/angelman-syndrome/diagnosis-treatment/drc-20355627,Treatment
MAYO,Angelman syndrome,https://www.mayoclinic.org/diseases-conditions/angelman-syndrome/symptoms-causes/syc-20355621,Overview
MAYO,Angiitis,https://www.mayoclinic.org/diseases-conditions/vasculitis/diagnosis-treatment/drc-20363485,Treatment
MAYO,Angiitis,https://www.mayoclinic.org/diseases-conditions/vasculitis/symptoms-causes/syc-20363435,Overview
MAYO,Angina,https://www.mayoclinic.org/diseases-conditions/angina/diagnosis-treatment/drc-20369378,Treatment
MAYO,Angina,https://www.mayoclinic.org/diseases-conditions/angina/symptoms-causes/syc-20369373,Overview
MAYO,Angina pectoris,https://www.mayoclinic.org/diseases-conditions/angina/diagnosis-treatment/drc-20369378,Treatment
MAYO,Angina pectoris,https://www.mayoclinic.org/diseases-conditions/angina/symptoms-causes/syc-20369373,Overview
MAYO,Angiosarcoma,https://www.mayoclinic.org/diseases-conditions/angiosarcoma/diagnosis-treatment/drc-20350248,Treatment
MAYO,Angiosarcoma,https://www.mayoclinic.org/diseases-conditions/angiosarcoma/symptoms-causes/syc-20350244,Overview
MAYO,Anhidrosis,https://www.mayoclinic.org/diseases-conditions/anhidrosis/diagnosis-treatment/drc-20369404,Treatment
MAYO,Anhidrosis,https://www.mayoclinic.org/diseases-conditions/anhidrosis/symptoms-causes/syc-20369400,Overview
MAYO,Ankle fracture,https://www.mayoclinic.org/diseases-conditions/broken-ankle/diagnosis-treatment/drc-20450038,Treatment
MAYO,Ankle fracture,https://www.mayoclinic.org/diseases-conditions/broken-ankle/symptoms-causes/syc-20450025,Overview
MAYO,Ankle sprain,https://www.mayoclinic.org/diseases-conditions/sprained-ankle/diagnosis-treatment/drc-20353231,Treatment
MAYO,Ankle sprain,https://www.mayoclinic.org/diseases-conditions/sprained-ankle/symptoms-causes/syc-20353225,Overview
MAYO,Ankylosing spondylitis,https://www.mayoclinic.org/diseases-conditions/ankylosing-spondylitis/diagnosis-treatment/drc-20354813,Treatment
MAYO,Ankylosing spondylitis,https://www.mayoclinic.org/diseases-conditions/ankylosing-spondylitis/symptoms-causes/syc-20354808,Overview
MAYO,Anorexia nervosa,https://www.mayoclinic.org/diseases-conditions/anorexia-nervosa/diagnosis-treatment/drc-20353597,Treatment
MAYO,Anorexia nervosa,https://www.mayoclinic.org/diseases-conditions/anorexia-nervosa/symptoms-causes/syc-20353591,Overview
MAYO,Anorgasmia in women,https://www.mayoclinic.org/diseases-conditions/anorgasmia/diagnosis-treatment/drc-20369428,Treatment
MAYO,Anorgasmia in women,https://www.mayoclinic.org/diseases-conditions/anorgasmia/symptoms-causes/syc-20369422,Overview
MAYO,Anterior cruciate ligament injury,https://www.mayoclinic.org/diseases-conditions/acl-injury/diagnosis-treatment/drc-20350744,Treatment
MAYO,Anterior cruciate ligament injury,https://www.mayoclinic.org/diseases-conditions/acl-injury/symptoms-causes/syc-20350738,Overview
MAYO,Anterior prolapse (cystocele),https://www.mayoclinic.org/diseases-conditions/cystocele/diagnosis-treatment/drc-20369457,Treatment
MAYO,Anterior prolapse (cystocele),https://www.mayoclinic.org/diseases-conditions/cystocele/symptoms-causes/syc-20369452,Overview
MAYO,Anthrax,https://www.mayoclinic.org/diseases-conditions/anthrax/diagnosis-treatment/drc-20356209,Treatment
MAYO,Anthrax,https://www.mayoclinic.org/diseases-conditions/anthrax/symptoms-causes/syc-20356203,Overview
MAYO,Antibiotic-associated diarrhea,https://www.mayoclinic.org/diseases-conditions/antibiotic-associated-diarrhea/diagnosis-treatment/drc-20352237,Treatment
MAYO,Antibiotic-associated diarrhea,https://www.mayoclinic.org/diseases-conditions/antibiotic-associated-diarrhea/symptoms-causes/syc-20352231,Overview
MAYO,Antiphospholipid syndrome,https://www.mayoclinic.org/diseases-conditions/antiphospholipid-syndrome/diagnosis-treatment/drc-20355836,Treatment
MAYO,Antiphospholipid syndrome,https://www.mayoclinic.org/diseases-conditions/antiphospholipid-syndrome/symptoms-causes/syc-20355831,Overview
MAYO,Antisocial personality disorder,https://www.mayoclinic.org/diseases-conditions/antisocial-personality-disorder/diagnosis-treatment/drc-20353934,Treatment
MAYO,Antisocial personality disorder,https://www.mayoclinic.org/diseases-conditions/antisocial-personality-disorder/symptoms-causes/syc-20353928,Overview
MAYO,Anxiety disorders,https://www.mayoclinic.org/diseases-conditions/anxiety/diagnosis-treatment/drc-20350967,Treatment
MAYO,Anxiety disorders,https://www.mayoclinic.org/diseases-conditions/anxiety/symptoms-causes/syc-20350961,Overview
MAYO,Aortic aneurysm,https://www.mayoclinic.org/diseases-conditions/abdominal-aortic-aneurysm/diagnosis-treatment/drc-20350693,Treatment
MAYO,Aortic aneurysm,https://www.mayoclinic.org/diseases-conditions/abdominal-aortic-aneurysm/symptoms-causes/syc-20350688,Overview
MAYO,Aortic aneurysm,https://www.mayoclinic.org/diseases-conditions/aortic-aneurysm/symptoms-causes/syc-20369472,Overview
MAYO,Aortic coarctation,https://www.mayoclinic.org/diseases-conditions/coarctation-of-the-aorta/diagnosis-treatment/drc-20352535,Treatment
MAYO,Aortic coarctation,https://www.mayoclinic.org/diseases-conditions/coarctation-of-the-aorta/symptoms-causes/syc-20352529,Overview
MAYO,Aortic dissection,https://www.mayoclinic.org/diseases-conditions/aortic-dissection/diagnosis-treatment/drc-20369499,Treatment
MAYO,Aortic dissection,https://www.mayoclinic.org/diseases-conditions/aortic-dissection/symptoms-causes/syc-20369496,Overview
MAYO,Aortic valve disease,https://www.mayoclinic.org/diseases-conditions/aortic-valve-disease/diagnosis-treatment/drc-20355122,Treatment
